Employee ID,Employee First Name,Employee Last Name,Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,emp no,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
EMP0409,Michael,Martinez,No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-546,546,Female,Manager,Married,No,Y,2,52,1,1490,4,Associates Degree,1,4,30,3,4,4,16555,10310,2,13,3,4,80,0,31,1,5,2,1,4
EMP0410,Sophia,Smith,No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,STAFF-547,547,Female,Research Scientist,Divorced,No,Y,3,42,1,532,29,Associates Degree,1,1,92,3,2,3,4556,12932,2,11,3,2,80,1,19,3,5,4,0,2
EMP0411,Sara,Smith,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-548,548,Female,Manufacturing Director,Single,No,Y,2,30,1,317,2,Bachelor's Degree,1,3,43,1,2,4,6091,24793,2,20,4,3,80,0,11,3,5,4,0,2
EMP0412,Sara,Miller,No,Travel_Rarely,Over 55,Current Employees,R&D,Life Sciences,STAFF-549,549,Female,Manager,Married,No,Y,5,60,1,422,7,Bachelor's Degree,1,1,41,3,5,1,19566,3854,5,11,3,4,80,0,33,1,29,8,11,10
EMP0413,Jane,Rodriguez,No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-550,550,Female,Manufacturing Director,Divorced,No,Y,5,46,1,1485,18,Bachelor's Degree,1,3,87,3,2,3,4810,26314,2,14,3,3,80,1,19,2,10,7,0,8
EMP0414,Emily,Williams,No,Travel_Frequently,35 - 44,Current Employees,R&D,Technical Degree,STAFF-551,551,Female,Healthcare Representative,Married,No,Y,4,42,1,1368,28,Master's Degree,1,4,88,2,2,4,4523,4386,0,11,3,4,80,3,7,4,6,5,0,4
EMP0415,Michael,Garcia,Yes,Travel_Rarely,Under 25,Ex-Employees,Sales,Technical Degree,STAFF-554,554,Female,Sales Representative,Single,Yes,Y,4,24,0,1448,1,High School,1,1,62,3,1,2,3202,21972,1,16,3,2,80,0,6,3,5,3,1,4
EMP0416,Jane,Williams,Yes,Travel_Frequently,25 - 34,Ex-Employees,Sales,Marketing,STAFF-555,555,Female,Sales Representative,Divorced,No,Y,3,34,0,296,6,Associates Degree,1,4,33,1,1,3,2351,12253,0,16,3,4,80,1,3,2,2,2,1,0
EMP0417,Michael,Rodriguez,No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,STAFF-556,556,Male,Laboratory Technician,Married,Yes,Y,3,38,1,1490,2,Associates Degree,1,4,42,3,1,4,1702,12106,1,23,4,3,80,1,1,3,1,0,0,0
EMP0418,Sophia,Miller,No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-558,558,Female,Manager,Married,No,Y,2,40,1,1398,2,Master's Degree,1,3,79,3,5,3,18041,13022,0,14,3,4,80,0,21,3,20,15,1,12
EMP0419,John,Smith,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-560,560,Female,Research Scientist,Divorced,No,Y,3,26,1,1349,23,Bachelor's Degree,1,1,90,3,1,4,2886,3032,1,22,4,2,80,2,3,1,3,2,0,2
EMP0420,Alex,Martinez,No,Non-Travel,25 - 34,Current Employees,R&D,Life Sciences,STAFF-562,562,Male,Laboratory Technician,Married,No,Y,3,30,1,1400,3,Bachelor's Degree,1,3,53,3,1,4,2097,16734,4,15,3,3,80,1,9,1,5,3,1,4
EMP0421,David,Brown,No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-564,564,Male,Research Director,Married,No,Y,2,29,1,986,3,Master's Degree,1,2,93,2,3,3,11935,21526,1,18,3,3,80,0,10,3,10,2,0,7
EMP0422,Michael,Williams,Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Technical Degree,STAFF-565,565,Female,Research Scientist,Married,No,Y,2,29,0,408,25,Doctoral Degree,1,3,71,2,1,2,2546,18300,5,16,3,2,80,0,6,4,2,2,1,1
EMP0423,Alex,Davis,Yes,Travel_Rarely,Under 25,Ex-Employees,HR,Technical Degree,STAFF-566,566,Male,Human Resources,Single,No,Y,3,19,0,489,2,Associates Degree,1,1,52,2,1,4,2564,18437,1,12,3,3,80,0,1,4,1,0,0,0
EMP0424,David,Miller,No,Non-Travel,25 - 34,Current Employees,Sales,Other,STAFF-567,567,Female,Sales Executive,Married,No,Y,3,30,1,1398,22,Master's Degree,1,3,69,3,3,1,8412,2890,0,11,3,3,80,0,10,3,9,8,7,8
EMP0425,Michael,Miller,No,Travel_Rarely,Over 55,Current Employees,Sales,Marketing,STAFF-568,568,Male,Manager,Divorced,No,Y,3,57,1,210,29,Bachelor's Degree,1,1,56,2,4,4,14118,22102,3,12,3,3,80,1,32,2,1,0,0,0
EMP0426,John,Brown,No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-569,569,Male,Manager,Married,No,Y,2,50,1,1099,29,Master's Degree,1,2,88,2,4,3,17046,9314,0,15,3,2,80,1,28,3,27,10,15,7
EMP0427,Alex,Miller,No,Non-Travel,25 - 34,Current Employees,R&D,Medical,STAFF-571,571,Female,Laboratory Technician,Single,No,Y,2,30,1,1116,2,Bachelor's Degree,1,3,49,3,1,4,2564,7181,0,14,3,3,80,0,12,2,11,7,6,7
EMP0428,David,Rodriguez,No,Travel_Frequently,Over 55,Current Employees,Sales,Marketing,STAFF-573,573,Female,Sales Executive,Married,No,Y,5,60,1,1499,28,Bachelor's Degree,1,3,80,2,3,1,10266,2845,4,19,3,4,80,0,22,4,18,13,13,11
EMP0429,Olivia,Martinez,No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-574,574,Female,Manufacturing Director,Divorced,No,Y,2,47,1,983,2,Associates Degree,1,1,65,3,2,4,5070,7389,5,13,3,3,80,3,20,3,5,0,0,4
EMP0430,John,Rodriguez,No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-575,575,Male,Research Director,Married,No,Y,2,46,1,1009,2,Bachelor's Degree,1,1,51,3,4,3,17861,2288,6,13,3,3,80,0,26,1,3,2,0,1
EMP0431,Jane,Johnson,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-577,577,Male,Laboratory Technician,Single,No,Y,2,35,1,144,22,Bachelor's Degree,1,4,46,1,1,3,4230,19225,0,15,3,3,80,0,6,3,5,4,4,3
EMP0432,Michael,Davis,No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-578,578,Female,Laboratory Technician,Single,No,Y,3,54,1,548,8,Master's Degree,1,3,42,3,2,3,3780,23428,7,11,3,3,80,0,19,3,1,0,0,0
EMP0433,Jane,Martinez,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-579,579,Male,Research Scientist,Divorced,No,Y,3,34,1,1303,2,Master's Degree,1,4,62,2,1,3,2768,8416,3,12,3,3,80,1,14,3,7,3,5,7
EMP0434,John,Rodriguez,No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,STAFF-580,580,Female,Sales Executive,Married,Yes,Y,3,46,1,1125,10,Bachelor's Degree,1,3,94,2,3,4,9071,11563,2,19,3,3,80,1,15,3,3,2,1,2
EMP0435,Sara,Williams,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-581,581,Male,Manufacturing Director,Divorced,No,Y,6,31,1,1274,9,High School,1,3,33,3,3,2,10648,14394,1,25,4,4,80,1,13,4,13,8,0,8
EMP0436,Sara,Rodriguez,Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-582,582,Male,Manager,Married,Yes,Y,2,33,0,1277,15,High School,1,2,56,3,3,3,13610,24619,7,12,3,4,80,0,15,4,7,6,7,7
EMP0437,Sophia,Rodriguez,Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-584,584,Male,Laboratory Technician,Divorced,No,Y,2,33,0,587,10,High School,1,1,38,1,1,4,3408,6705,7,13,3,1,80,3,8,3,4,3,1,3
EMP0438,Alex,Garcia,No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-585,585,Male,Sales Representative,Single,No,Y,3,30,1,413,7,High School,1,4,57,3,1,2,2983,18398,0,14,3,1,80,0,4,3,3,2,1,2
EMP0439,David,Brown,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-586,586,Male,Healthcare Representative,Married,Yes,Y,2,35,1,1276,16,Bachelor's Degree,1,4,72,3,3,3,7632,14295,4,12,3,3,80,0,10,3,8,7,0,0
EMP0440,Alex,Johnson,Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,STAFF-587,587,Male,Healthcare Representative,Married,No,Y,2,31,0,534,20,Bachelor's Degree,1,1,66,3,3,3,9824,22908,3,12,3,1,80,0,12,3,1,0,0,0
EMP0441,Jane,Davis,Yes,Travel_Frequently,25 - 34,Ex-Employees,HR,Human Resources,STAFF-590,590,Female,Human Resources,Divorced,Yes,Y,2,34,0,988,23,Bachelor's Degree,1,2,43,3,3,1,9950,11533,9,15,3,3,80,3,11,3,3,2,0,2
EMP0442,Sophia,Miller,No,Travel_Frequently,35 - 44,Current Employees,R&D,Other,STAFF-591,591,Male,Laboratory Technician,Married,No,Y,4,42,1,1474,5,Associates Degree,1,2,97,3,1,3,2093,9260,4,17,3,4,80,1,8,3,2,2,2,0
EMP0443,Emily,Brown,No,Non-Travel,35 - 44,Current Employees,Sales,Medical,STAFF-592,592,Male,Sales Executive,Single,No,Y,3,36,1,635,10,Master's Degree,1,2,32,3,3,4,9980,15318,1,14,3,4,80,0,10,2,10,3,9,7
EMP0444,David,Johnson,Yes,Travel_Frequently,Under 25,Ex-Employees,R&D,Technical Degree,STAFF-593,593,Male,Laboratory Technician,Single,No,Y,3,22,0,1368,4,High School,1,3,99,2,1,3,3894,9129,5,16,3,3,80,0,4,3,2,2,1,2
EMP0445,Michael,Brown,No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,STAFF-595,595,Female,Sales Executive,Married,No,Y,2,48,1,163,2,Doctoral Degree,1,2,37,3,2,4,4051,19658,2,14,3,1,80,1,14,3,9,7,6,7
EMP0446,Alex,Miller,No,Travel_Rarely,Over 55,Current Employees,Sales,Life Sciences,STAFF-597,597,Female,Manager,Single,No,Y,2,55,1,1117,18,Doctoral Degree,1,1,83,3,4,2,16835,9873,3,23,4,4,80,0,37,3,10,9,7,7
EMP0447,Michael,Davis,No,Non-Travel,35 - 44,Current Employees,Sales,Life Sciences,STAFF-599,599,Male,Sales Executive,Single,No,Y,3,41,1,267,10,Associates Degree,1,4,56,3,2,4,6230,13430,7,14,3,4,80,0,16,3,14,3,1,10
EMP0448,Olivia,Davis,No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-600,600,Male,Sales Executive,Married,No,Y,2,35,1,619,1,Bachelor's Degree,1,2,85,3,2,3,4717,18659,9,11,3,3,80,0,15,3,11,9,6,9
EMP0449,John,Brown,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-601,601,Female,Manufacturing Director,Single,No,Y,3,40,1,302,6,Bachelor's Degree,1,2,75,3,4,3,13237,20364,7,15,3,3,80,0,22,3,20,6,5,13
EMP0450,Emily,Smith,No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,STAFF-602,602,Female,Laboratory Technician,Married,No,Y,3,39,1,443,8,High School,1,3,48,3,1,3,3755,17872,1,11,3,1,80,1,8,3,8,3,0,7
EMP0451,Daniel,Rodriguez,No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-604,604,Male,Sales Executive,Single,Yes,Y,2,31,1,828,2,High School,1,2,77,3,2,4,6582,8346,4,13,3,3,80,0,10,4,6,5,0,5
EMP0452,Alex,Jones,No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-605,605,Male,Manufacturing Director,Married,Yes,Y,5,42,1,319,24,Bachelor's Degree,1,4,56,3,3,1,7406,6950,1,21,4,4,80,1,10,2,10,9,5,8
EMP0453,Alex,Miller,No,Travel_Rarely,45 - 54,Current Employees,Sales,Other,STAFF-606,606,Male,Sales Executive,Married,No,Y,3,45,1,561,2,Bachelor's Degree,1,4,61,3,2,2,4805,16177,0,19,3,2,80,1,9,4,8,7,3,7
EMP0454,Alex,Miller,Yes,Travel_Frequently,25 - 34,Ex-Employees,HR,Life Sciences,STAFF-608,608,Female,Human Resources,Divorced,Yes,Y,2,26,0,426,17,Master's Degree,1,2,58,3,1,3,2741,22808,0,11,3,2,80,1,8,2,7,7,1,0
EMP0455,Emily,Brown,No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,STAFF-611,611,Male,Manufacturing Director,Divorced,No,Y,2,29,1,232,19,Bachelor's Degree,1,4,34,3,2,4,4262,22645,4,12,3,2,80,2,8,4,3,2,1,2
EMP0456,John,Davis,No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-612,612,Female,Research Director,Divorced,No,Y,2,33,1,922,1,Doctoral Degree,1,1,95,4,4,3,16184,22578,4,19,3,3,80,1,10,3,6,1,0,5
EMP0457,Alex,Jones,No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-613,613,Male,Manager,Divorced,No,Y,3,31,1,688,7,Bachelor's Degree,1,3,44,2,3,4,11557,25291,9,21,4,3,80,1,10,2,5,4,0,1
EMP0458,John,Smith,Yes,Travel_Frequently,Under 25,Ex-Employees,Sales,Marketing,STAFF-614,614,Male,Sales Representative,Single,Yes,Y,3,18,0,1306,5,Bachelor's Degree,1,2,69,3,1,2,1878,8059,1,14,3,4,80,0,0,3,0,0,0,0
EMP0459,Michael,Martinez,No,Non-Travel,35 - 44,Current Employees,Sales,Other,STAFF-615,615,Male,Sales Executive,Divorced,No,Y,2,40,1,1094,28,Bachelor's Degree,1,3,58,1,3,1,10932,11373,3,15,3,3,80,1,20,3,1,0,0,1
EMP0460,Daniel,Miller,No,Non-Travel,35 - 44,Current Employees,R&D,Other,STAFF-616,616,Female,Healthcare Representative,Single,Yes,Y,3,41,1,509,2,Master's Degree,1,1,62,2,2,3,6811,2112,2,17,3,1,80,0,10,3,8,7,0,7
EMP0461,John,Martinez,No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-618,618,Male,Sales Executive,Divorced,No,Y,5,26,1,775,29,Associates Degree,1,1,45,3,2,3,4306,4267,5,12,3,1,80,2,8,3,0,0,0,0
EMP0462,Sophia,Miller,No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,STAFF-620,620,Female,Sales Executive,Single,No,Y,3,35,1,195,1,Bachelor's Degree,1,1,80,3,2,3,4859,6698,1,16,3,4,80,0,5,3,5,4,0,3
EMP0463,Sophia,Garcia,No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-621,621,Male,Sales Executive,Single,No,Y,3,34,1,258,21,Master's Degree,1,4,74,4,2,4,5337,19921,1,12,3,4,80,0,10,3,10,7,5,7
EMP0464,Sara,Martinez,Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Technical Degree,STAFF-622,622,Male,Laboratory Technician,Single,Yes,Y,3,26,0,471,24,Bachelor's Degree,1,3,66,1,1,4,2340,23213,1,18,3,2,80,0,1,1,1,0,0,0
EMP0465,Olivia,Miller,No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,STAFF-623,623,Female,Manufacturing Director,Single,No,Y,3,37,1,799,1,Bachelor's Degree,1,2,59,3,3,4,7491,23848,4,17,3,4,80,0,12,4,6,5,1,2
EMP0466,Emily,Miller,No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,STAFF-624,624,Female,Healthcare Representative,Married,No,Y,3,46,1,1034,18,High School,1,1,86,3,3,3,10527,8984,5,11,3,4,80,0,28,2,2,2,1,2
EMP0467,David,Smith,No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-625,625,Female,Manager,Married,No,Y,2,41,1,1276,2,Doctoral Degree,1,2,91,3,4,1,16595,5626,7,16,3,2,80,1,22,3,18,16,11,8
EMP0468,Sophia,Jones,No,Non-Travel,35 - 44,Current Employees,Sales,Medical,STAFF-626,626,Male,Sales Executive,Divorced,No,Y,6,37,1,142,9,Master's Degree,1,1,69,3,3,2,8834,24666,1,13,3,4,80,1,9,3,9,5,7,7
EMP0469,Jane,Garcia,No,Travel_Rarely,45 - 54,Current Employees,R&D,Technical Degree,STAFF-630,630,Male,Research Scientist,Divorced,Yes,Y,3,52,1,956,6,Associates Degree,1,4,78,3,2,1,5577,22087,3,12,3,2,80,2,18,3,10,9,6,9
EMP0470,Sophia,Rodriguez,Yes,Non-Travel,25 - 34,Ex-Employees,Sales,Other,STAFF-631,631,Male,Sales Executive,Married,No,Y,2,32,0,1474,11,Master's Degree,1,4,60,4,2,3,4707,23914,8,12,3,4,80,0,6,3,4,2,1,2
EMP0471,David,Jones,No,Travel_Frequently,Under 25,Current Employees,Sales,Medical,STAFF-632,632,Male,Sales Representative,Married,No,Y,3,24,1,535,24,Bachelor's Degree,1,4,38,3,1,4,2400,5530,0,13,3,3,80,2,3,3,2,2,2,1
EMP0472,Olivia,Brown,No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-634,634,Female,Healthcare Representative,Married,No,Y,4,38,1,1495,10,Bachelor's Degree,1,3,76,3,2,3,9824,22174,3,19,3,3,80,1,18,3,1,0,0,0
EMP0473,David,Jones,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-635,635,Female,Manufacturing Director,Married,No,Y,2,37,1,446,1,Master's Degree,1,2,65,3,2,2,6447,15701,6,12,3,2,80,1,8,2,6,5,4,3
EMP0474,John,Rodriguez,No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-638,638,Male,Research Director,Divorced,Yes,Y,5,49,1,1245,18,Master's Degree,1,4,58,2,5,3,19502,2125,1,17,3,3,80,1,31,3,31,9,0,9
EMP0475,Daniel,Johnson,No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-639,639,Male,Research Scientist,Married,Yes,Y,3,24,1,691,23,Bachelor's Degree,1,2,89,4,1,4,2725,21630,1,11,3,2,80,2,6,3,6,5,1,4
EMP0476,Sara,Smith,No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-641,641,Male,Sales Executive,Married,No,Y,5,26,1,703,28,Associates Degree,1,1,66,3,2,2,6272,7428,1,20,4,4,80,2,6,4,5,3,1,4
EMP0477,John,Davis,No,Travel_Rarely,Under 25,Current Employees,R&D,Other,STAFF-643,643,Male,Laboratory Technician,Married,No,Y,2,24,1,823,17,Associates Degree,1,4,94,2,1,2,2127,9100,1,21,4,4,80,1,1,3,1,0,0,0
EMP0478,Emily,Garcia,No,Travel_Frequently,45 - 54,Current Employees,HR,Medical,STAFF-644,644,Male,Manager,Married,No,Y,2,50,1,1246,3,Bachelor's Degree,1,1,99,3,5,2,18200,7999,1,11,3,3,80,1,32,3,32,5,10,7
EMP0479,David,Garcia,No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-645,645,Male,Sales Representative,Married,No,Y,1,25,1,622,13,High School,1,2,40,3,1,3,2096,26376,1,11,3,3,80,0,7,3,7,4,0,6
EMP0480,Emily,Garcia,Yes,Travel_Frequently,Under 25,Ex-Employees,R&D,Life Sciences,STAFF-647,647,Female,Laboratory Technician,Married,Yes,Y,4,24,0,1287,7,Bachelor's Degree,1,1,55,3,1,3,2886,14168,1,16,3,4,80,1,6,3,6,3,1,2
EMP0481,Alex,Johnson,Yes,Travel_Frequently,25 - 34,Ex-Employees,Sales,Life Sciences,STAFF-648,648,Male,Sales Representative,Married,No,Y,2,30,0,448,12,Master's Degree,1,2,74,2,1,1,2033,14470,1,18,3,3,80,1,1,4,1,0,0,0
EMP0482,Daniel,Rodriguez,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-649,649,Male,Research Scientist,Married,Yes,Y,3,34,1,254,1,Associates Degree,1,2,83,2,1,4,3622,22794,1,13,3,4,80,1,6,3,6,5,1,3
EMP0483,Emily,Rodriguez,Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Medical,STAFF-650,650,Male,Sales Executive,Divorced,No,Y,2,31,0,1365,13,Master's Degree,1,2,46,3,2,1,4233,11512,2,17,3,3,80,0,9,1,3,1,1,2
EMP0484,Sara,Martinez,No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,STAFF-652,652,Male,Laboratory Technician,Single,No,Y,3,35,1,538,25,Associates Degree,1,1,54,2,2,4,3681,14004,4,14,3,4,80,0,9,3,3,2,0,2
EMP0485,John,Brown,No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-653,653,Male,Sales Executive,Divorced,No,Y,4,31,1,525,6,Master's Degree,1,1,66,4,2,4,5460,6219,4,22,4,4,80,2,13,4,7,7,5,7
EMP0486,John,Rodriguez,No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-655,655,Female,Research Scientist,Divorced,No,Y,5,27,1,798,6,Master's Degree,1,1,66,2,1,3,2187,5013,0,12,3,3,80,2,6,2,5,3,0,3
EMP0487,Emily,Davis,No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-656,656,Male,Sales Executive,Married,Yes,Y,3,37,1,558,2,Bachelor's Degree,1,4,75,3,2,3,9602,3010,4,11,3,3,80,1,17,2,3,0,1,0
EMP0488,Olivia,Davis,No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,STAFF-657,657,Female,Research Scientist,Single,No,Y,0,20,1,959,1,Bachelor's Degree,1,4,83,2,1,2,2836,11757,1,13,3,4,80,0,1,4,1,0,0,0
EMP0489,Olivia,Johnson,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-659,659,Female,Healthcare Representative,Married,No,Y,4,42,1,622,2,Master's Degree,1,3,81,3,2,4,4089,5718,1,13,3,2,80,2,10,3,10,2,2,2
EMP0490,Olivia,Williams,No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,STAFF-661,661,Male,Research Director,Divorced,Yes,Y,3,43,1,782,6,Master's Degree,1,2,50,2,4,4,16627,2671,4,14,3,3,80,1,21,2,1,0,0,0
EMP0491,David,Jones,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-662,662,Female,Research Scientist,Single,No,Y,3,38,1,362,1,High School,1,3,43,3,1,1,2619,14561,3,17,3,4,80,0,8,2,0,0,0,0
EMP0492,Daniel,Brown,No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-663,663,Male,Laboratory Technician,Divorced,Yes,Y,3,43,1,1001,9,Doctoral Degree,1,4,72,3,2,3,5679,19627,3,13,3,2,80,1,10,3,8,7,4,7
EMP0493,David,Jones,No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-664,664,Female,Manager,Married,No,Y,3,48,1,1236,1,Master's Degree,1,4,40,2,4,1,15402,17997,7,11,3,1,80,1,21,1,3,2,0,2
EMP0494,Michael,Garcia,No,Travel_Rarely,35 - 44,Current Employees,HR,Life Sciences,STAFF-665,665,Female,Human Resources,Single,No,Y,1,44,1,1112,1,Master's Degree,1,1,50,2,2,3,5985,26894,4,11,3,2,80,0,10,4,2,2,0,2
EMP0495,David,Brown,No,Travel_Rarely,25 - 34,Current Employees,Sales,Technical Degree,STAFF-666,666,Female,Sales Representative,Divorced,Yes,Y,3,34,1,204,14,Bachelor's Degree,1,3,31,3,1,3,2579,2912,1,18,3,4,80,2,8,3,8,2,0,6
EMP0496,Sara,Martinez,Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Marketing,STAFF-667,667,Male,Sales Representative,Divorced,No,Y,3,27,0,1420,2,High School,1,3,85,3,1,1,3041,16346,0,11,3,2,80,1,5,3,4,3,0,2
EMP0497,Daniel,Rodriguez,No,Travel_Rarely,Under 25,Current Employees,Sales,Technical Degree,STAFF-669,669,Male,Sales Representative,Single,No,Y,2,21,1,1343,22,High School,1,3,49,3,1,3,3447,24444,1,11,3,3,80,0,3,3,3,2,1,2
EMP0498,David,Martinez,No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,STAFF-671,671,Male,Manager,Married,Yes,Y,2,44,1,1315,3,Master's Degree,1,4,35,3,5,4,19513,9358,4,12,3,1,80,1,26,4,2,2,0,1
EMP0499,Daniel,Rodriguez,No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-675,675,Male,Research Scientist,Married,No,Y,3,22,1,604,6,High School,1,1,69,3,1,3,2773,12145,0,20,4,4,80,0,3,3,2,2,2,2
EMP0500,John,Miller,No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-677,677,Male,Sales Executive,Divorced,No,Y,3,33,1,1216,8,Master's Degree,1,3,39,3,2,3,7104,20431,0,12,3,4,80,0,6,3,5,0,1,2
EMP0501,Olivia,Jones,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-679,679,Female,Research Scientist,Married,Yes,Y,2,32,1,646,9,Master's Degree,1,1,92,3,2,4,6322,18089,1,12,3,4,80,1,6,2,6,4,0,5
EMP0502,David,Martinez,No,Travel_Frequently,25 - 34,Current Employees,R&D,Medical,STAFF-680,680,Female,Research Scientist,Divorced,No,Y,2,30,1,160,3,Bachelor's Degree,1,3,71,3,1,3,2083,22653,1,20,4,3,80,1,1,3,1,0,0,0
EMP0503,Jane,Brown,No,Travel_Rarely,45 - 54,Current Employees,Sales,Medical,STAFF-682,682,Female,Sales Executive,Single,No,Y,2,53,1,238,1,High School,1,4,34,3,2,1,8381,7507,7,20,4,4,80,0,18,4,14,7,8,10
EMP0504,Olivia,Davis,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-683,683,Male,Research Scientist,Married,No,Y,4,34,1,1397,1,Doctoral Degree,1,2,42,3,1,4,2691,7660,1,12,3,4,80,1,10,2,10,9,8,8
EMP0505,Daniel,Garcia,Yes,Travel_Frequently,45 - 54,Ex-Employees,Sales,Life Sciences,STAFF-684,684,Female,Sales Executive,Married,No,Y,4,45,0,306,26,Master's Degree,1,1,100,3,2,1,4286,5630,2,14,3,4,80,2,5,3,1,1,0,0
EMP0506,Sophia,Williams,No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-686,686,Female,Laboratory Technician,Married,Yes,Y,2,26,1,991,6,Bachelor's Degree,1,3,71,3,1,4,2659,17759,1,13,3,3,80,1,3,3,3,2,0,2
EMP0507,Jane,Smith,No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,STAFF-689,689,Male,Manufacturing Director,Married,No,Y,2,37,1,482,3,Bachelor's Degree,1,3,36,3,3,3,9434,9606,1,15,3,3,80,1,10,3,10,7,7,8
EMP0508,Sara,Johnson,No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-690,690,Female,Sales Executive,Married,No,Y,5,29,1,1176,3,Associates Degree,1,2,62,3,2,3,5561,3487,1,14,3,1,80,1,6,2,6,0,1,2
EMP0509,Emily,Rodriguez,No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-691,691,Male,Research Scientist,Single,No,Y,3,35,1,1017,6,Master's Degree,1,2,82,1,2,4,6646,19368,1,13,3,2,80,0,17,3,17,11,11,8
